gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,PhoneServiceStatus,Internet_AddOnCount,IsNewCustomer,AvgMonthlySpend,BillingRatio,RelativeSpend,TenureGroup,ContractPaymentCombo,CostDeviation
Female,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,Yes,Single phone line,2,No,59.51,1.001009251471825,0.998991766089733,13–24m,Month-to-month_Electronic check,3.051784788245463
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,No,Single phone line,0,No,19.825,1.0012626262626263,0.9987389659520808,7–12m,One year_Mailed check,-1.895751937984496
Female,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,Yes,Single phone line,5,No,104.8445652173913,0.9966213423706399,1.0033901116559711,25–48m,One year_Bank transfer (automatic),8.132230941704037
Male,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,No,Multiple phone lines,5,No,105.33046875,0.9645647321428571,1.036737055250217,49m+,Two year_Credit card (automatic),8.280438184663538
Female,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,No,Multiple phone lines,1,No,79.15,1.0,1.0,0–6m,Month-to-month_Mailed check,-7.200935532233871
Male,No,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,No,Single phone line,2,No,54.218,1.010587138863001,0.9895237743922681,25–48m,One year_Mailed check,-13.652121807465612
Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,No,Single phone line,5,No,101.53521126760563,1.0133254617525513,0.9868497711194341,49m+,Two year_Credit card (automatic),-0.719561815336462
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,Yes,Single phone line,0,No,54.8,1.2137320044296789,0.8239051094890512,7–12m,Month-to-month_Mailed check,-11.248215211754541
Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,No,Single phone line,6,No,107.31041666666667,0.9876706550084369,1.0124832553534333,49m+,Two year_Bank transfer (automatic),7.730438184663541
Female,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,No,No phone service,2,No,42.26020408163265,1.0396114165223285,0.9618978630930822,49m+,Month-to-month_Bank transfer (automatic),-15.748215211754541
Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,No,No phone service,5,No,53.163448275862066,0.9604959038096128,1.0411288544112498,25–48m,One year_Credit card (automatic),-11.952121807465609
Male,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,No,Multiple phone lines,5,No,105.29861111111111,0.9971459385521886,1.0028622304293344,49m+,Two year_Bank transfer (automatic),4.6804381846635295
Male,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,Yes,Multiple phone lines,3,No,97.40322580645162,1.0384139211775225,0.9630071203841695,25–48m,Month-to-month_Electronic check,7.449064467766121
Female,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,No,Multiple phone lines,2,No,94.595,0.988453500522466,1.0116813785083778,49m+,Month-to-month_Electronic check,9.349064467766127
Male,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,No,Multiple phone lines,5,No,86.2830985915493,1.0370564734561214,0.9642676417296485,49m+,Two year_Electronic check,9.608381046396843
Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,No,Multiple phone lines,6,No,90.47714285714285,1.0047433965257395,0.9952789970631888,49m+,Two year_Credit card (automatic),16.458381046396838
Male,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,No,Multiple phone lines,3,No,94.19507042253521,0.9646192567591931,1.0366784542117422,49m+,One year_Credit card (automatic),0.5822309417040401
Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,No,Single phone line,4,No,68.16803278688525,1.0017345009094085,0.998268502374797,49m+,Two year_Bank transfer (automatic),-5.541618953603162
Male,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,Yes,Single phone line,3,No,39.3084375,0.40861161642411636,2.4473117253770265,25–48m,Month-to-month_Electronic check,9.849064467766127
Female,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,Yes,Single phone line,1,No,79.6,1.0,1.0,0–6m,Month-to-month_Electronic check,-6.750935532233882
Male,No,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,No,Multiple phone lines,4,No,105.1375,1.0297502448579825,0.9711092616811318,49m+,Two year_Bank transfer (automatic),1.1804381846635295
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4,No,Multiple phone lines,0,No,23.058870967741935,0.9854218362282879,1.0147938306578532,49m+,Two year_Bank transfer (automatic),0.9539208074534145
Female,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,No,Single phone line,0,No,67.52142857142857,0.9503367849602895,1.052258542261716,7–12m,Month-to-month_Electronic check,-15.30093553223388
Male,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,Yes,Multiple phone lines,1,No,86.725,1.0173020527859238,0.9829922167771693,13–24m,Month-to-month_Electronic check,-1.1009355322338763
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,No,Single phone line,0,No,18.916666666666668,0.972579263067695,1.028193832599119,0–6m,One year_Mailed check,-2.2457519379844975
Female,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,No,No phone service,5,No,57.11060606060607,0.9606493870581339,1.040962512933436,25–48m,Month-to-month_Bank transfer (automatic),3.051784788245463
Male,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,No,Multiple phone lines,2,No,91.71964285714286,0.9947900526805082,1.0052372330276658,25–48m,One year_Bank transfer (automatic),-4.867769058295963
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,No,Single phone line,0,No,17.40740740740741,0.8769474764436981,1.1403191489361701,25–48m,Two year_Credit card (automatic),-2.5960791925465827
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,No,Single phone line,0,No,39.771428571428565,0.9059550927432475,1.103807471264368,7–12m,Month-to-month_Mailed check,-12.498215211754541
Male,No,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,Yes,Multiple phone lines,1,No,80.33846153846154,0.9979933110367893,1.0020107238605898,25–48m,Month-to-month_Electronic check,-5.850935532233876
Male,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,Yes,Multiple phone lines,2,No,100.52000000000001,1.1193763919821826,0.8933545563072024,0–6m,Month-to-month_Electronic check,3.449064467766121
Male,Yes,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,No,Multiple phone lines,2,No,86.52833333333334,0.9561141804788214,1.0459001868366815,25–48m,Month-to-month_Credit card (automatic),4.149064467766124
Male,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,No,Multiple phone lines,2,No,92.46825396825396,1.0223134767081699,0.9781735473349928,49m+,One year_Credit card (automatic),-6.617769058295963
Male,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.17,Yes,Single phone line,1,No,50.75,0.7669638809128003,1.3038423645320198,0–6m,Month-to-month_Electronic check,9.771784788245462
Female,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,No,Multiple phone lines,5,No,83.95754716981132,0.9924059949150276,1.0076521152873756,49m+,One year_Electronic check,17.297878192534384
Female,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,Yes,Single phone line,3,No,237.90214285714288,2.653676997848777,0.37683561368269664,13–24m,Month-to-month_Credit card (automatic),3.2990644677661294
Female,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,No,Single phone line,4,No,93.16190476190476,0.939605696035348,1.0642762216315682,13–24m,Month-to-month_Bank transfer (automatic),12.79906446776613
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,No,Single phone line,0,No,18.27058823529412,0.9158189591626126,1.091918866709594,13–24m,One year_Mailed check,-1.7457519379844975
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,No,Single phone line,0,No,18.159375,0.8858231707317074,1.1288934778867665,13–24m,Two year_Mailed check,-1.9460791925465841
Female,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,No,Single phone line,2,No,59.888571428571424,0.9643892339544513,1.0369257191927868,25–48m,Month-to-month_Electronic check,5.701784788245462
Female,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,No,Single phone line,1,No,83.28125,1.047562893081761,0.9545966228893058,25–48m,Month-to-month_Electronic check,-6.850935532233876
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,No,Single phone line,0,No,23.042372881355927,1.178637999046339,0.8484369253401988,13–24m,Month-to-month_Bank transfer (automatic),-1.6782352941176448
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,No,Single phone line,0,No,20.35,1.0,1.0,0–6m,Month-to-month_Mailed check,-0.8782352941176441
Male,No,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,No,No phone service,3,No,50.94576271186441,0.9854112710225224,1.0148047108922749,49m+,Month-to-month_Electronic check,-4.698215211754537
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.3,No,Multiple phone lines,0,No,30.11,1.292274678111588,0.7738292925938227,49m+,One year_Bank transfer (automatic),1.604248062015504
Male,No,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,Yes,Single phone line,3,No,69.4,1.0611620795107033,0.9423631123919308,25–48m,One year_Mailed check,-1.9021218074656048
Female,No,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,48.72,No,Single phone line,3,No,64.65,1.3269704433497538,0.7535962877030161,25–48m,Month-to-month_Mailed check,-7.678215211754541
Male,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,No,Multiple phone lines,1,No,184.96067415730337,2.2778408147451152,0.43901224068280537,13–24m,Month-to-month_Electronic check,-5.1509355322338735
Female,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,Yes,Single phone line,4,No,135.89222222222222,1.8640908398110043,0.5364545432246144,7–12m,Month-to-month_Mailed check,16.501784788245466
Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.5,No,Single phone line,5,No,74.19920634920635,0.9959625013316289,1.0040538661475436,49m+,Two year_Credit card (automatic),0.9083810463968405
Female,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5,No,Single phone line,1,No,77.45,0.962111801242236,1.0393802453195609,0–6m,Month-to-month_Electronic check,-5.850935532233876
Male,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,No,No phone service,5,No,58.65525,0.972723880597015,1.0280409681997775,25–48m,One year_Mailed check,-7.002121807465613
Male,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,No,Single phone line,1,No,82.2625,1.0968333333333333,0.9117155447500379,7–12m,Month-to-month_Mailed check,-11.350935532233876
Male,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,No,Single phone line,3,No,140.55411764705883,1.5591138951420833,0.6413899607436114,25–48m,One year_Mailed check,-6.91776905829596
Male,No,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.0,Yes,No phone service,3,No,41.379629629629626,1.0344907407407407,0.9666592078764825,0–6m,Month-to-month_Mailed check,-16.39821521175454
Male,Yes,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,Yes,Multiple phone lines,3,No,102.15555555555555,1.027205184067929,0.9735153360887536,7–12m,Month-to-month_Credit card (automatic),13.099064467766127
Male,No,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,No,Multiple phone lines,3,No,72.66111111111111,1.0522970472282567,0.9503020108570991,7–12m,Month-to-month_Credit card (automatic),12.651784788245457
Male,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,No,Multiple phone lines,1,No,58.88709677419355,0.9863835305560058,1.0138044371405095,25–48m,Month-to-month_Bank transfer (automatic),3.301784788245463
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,No,Single phone line,0,No,18.862000000000002,0.950226700251889,1.0523804474605025,49m+,One year_Bank transfer (automatic),-1.8457519379844953
Female,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,Yes,Single phone line,3,No,90.825,1.0530434782608695,0.9496284062758051,0–6m,Month-to-month_Electronic check,-0.1009355322338763
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,Yes,Single phone line,0,No,45.65,1.0,1.0,0–6m,Month-to-month_Electronic check,-10.748215211754541
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,Yes,Single phone line,0,No,68.91875,0.9831490727532098,1.0171397478915387,7–12m,Month-to-month_Mailed check,-16.250935532233882
Female,No,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,No,No phone service,2,No,39.93333333333333,0.979959100204499,1.0204507512520868,7–12m,Month-to-month_Electronic check,-15.64821521175454
Female,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.2,Yes,Single phone line,0,No,57.975,0.8258547008547008,1.2108667529107373,0–6m,Month-to-month_Bank transfer (automatic),-16.150935532233873
Female,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.35,Yes,Single phone line,2,No,55.06666666666666,0.9948810599217102,1.0051452784503634,0–6m,Month-to-month_Electronic check,-1.0482152117545382
Male,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,No,Single phone line,3,No,93.53399999999999,0.9773667711598746,1.0231573545448716,25–48m,Month-to-month_Credit card (automatic),9.349064467766127
Male,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,No,Single phone line,0,No,46.3,1.0,1.0,0–6m,Month-to-month_Electronic check,-10.098215211754543
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,No,Multiple phone lines,5,No,78.69111111111111,0.9679103457701244,1.0331535398604952,25–48m,Month-to-month_Mailed check,24.901784788245457
Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2,Yes,Multiple phone lines,2,No,81.29509803921569,0.9654999767127754,1.0357328059237105,49m+,Month-to-month_Electronic check,-2.1509355322338735
Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,No,Single phone line,0,No,19.76818181818182,0.9884090909090909,1.0117268337548861,49m+,Month-to-month_Credit card (automatic),-1.2282352941176455
Female,No,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,No,Multiple phone lines,3,No,66.37894736842105,1.0034610335362215,0.9965509039010467,25–48m,Month-to-month_Bank transfer (automatic),9.751784788245466
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,Yes,Single phone line,0,No,18.409090909090907,0.40150689005650836,2.4906172839506175,0–6m,Month-to-month_Mailed check,-10.548215211754538
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,No,Single phone line,0,No,18.876315789473683,0.9630773361976368,1.038338212742228,25–48m,Month-to-month_Electronic check,-1.6282352941176441
Male,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,No,Single phone line,1,No,51.00588235294118,1.0242145050791402,0.9763579748587244,25–48m,Month-to-month_Electronic check,-6.5982152117545425
Female,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,No,Multiple phone lines,3,No,100.99000000000001,0.9925307125307126,1.007525497574017,49m+,One year_Electronic check,4.682230941704034
Female,No,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,No,Single phone line,2,No,57.146153846153844,1.0361949926773137,0.9650693229236775,13–24m,One year_Mailed check,-12.152121807465612
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,Yes,Multiple phone lines,0,No,32.25307692307692,0.42861231791464344,2.333110734813614,25–48m,Month-to-month_Electronic check,-11.100935532233876
Female,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,No,Multiple phone lines,4,No,105.29508196721312,1.0129397014642916,0.9872255955161139,49m+,One year_Electronic check,6.882230941704037
Female,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,Yes,Multiple phone lines,3,No,97.02499999999999,0.9687968047928106,1.0322081937644938,7–12m,Month-to-month_Bank transfer (automatic),13.79906446776613
Male,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,No,Single phone line,4,No,102.93536585365854,1.0329690502123285,0.968083215847027,25–48m,Two year_Credit card (automatic),-1.2695618153364592
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,No,Multiple phone lines,0,No,74.22380952380952,1.0071073205401564,0.9929428369795343,13–24m,Month-to-month_Electronic check,-12.650935532233873
Male,Yes,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,No,No phone service,3,No,49.880909090909086,0.9966215602579238,1.0033898922889064,49m+,One year_Bank transfer (automatic),-17.252121807465613
Male,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,No,No phone service,5,No,58.77536231884058,0.9755246857898852,1.025089384786093,49m+,Two year_Bank transfer (automatic),-13.34161895360316
Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,Yes,Multiple phone lines,4,No,104.24038461538461,0.9857246772140389,1.0144820588506596,25–48m,Month-to-month_Electronic check,19.399064467766124
Female,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.3,No,Single phone line,3,No,87.76159420289855,1.0052874479140728,0.9947403621471212,49m+,One year_Credit card (automatic),-9.767769058295968
Female,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,Yes,No phone service,3,No,51.27111111111111,1.0604159485234976,0.9430261789181692,13–24m,Month-to-month_Electronic check,-8.048215211754538
Male,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,No,Multiple phone lines,1,No,54.00425531914893,0.9954701441317776,1.0045504688361833,25–48m,Month-to-month_Electronic check,-2.1482152117545397
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,No,Single phone line,6,No,85.12777777777778,0.9979809821544875,1.002023102525615,49m+,Two year_Bank transfer (automatic),11.708381046396838
Male,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,No,No phone service,4,No,53.056060606060605,1.0611212121212121,0.9423994060027987,25–48m,Month-to-month_Electronic check,-6.39821521175454
Female,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,Yes,No phone service,0,No,18.275,0.7489754098360656,1.33515731874145,0–6m,Month-to-month_Mailed check,-31.99821521175454
Female,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,No,Multiple phone lines,6,No,92.39513888888888,1.0158893775578766,0.9843591458785862,49m+,Two year_Credit card (automatic),17.358381046396843
Male,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,No,Single phone line,0,No,69.60675675675675,0.9634153184326194,1.0379739463006465,25–48m,Month-to-month_Bank transfer (automatic),-14.100935532233876
Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,No,Multiple phone lines,3,No,97.08629032258065,1.0102631667282067,0.9898410957993802,49m+,Month-to-month_Credit card (automatic),9.749064467766118
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,No,Single phone line,0,No,19.430985915492958,0.9788909781104763,1.0215642215134821,49m+,Two year_Credit card (automatic),-2.5960791925465827
Male,No,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,No,Single phone line,2,No,54.88034188034189,0.9924112455758027,1.0076467839900325,13–24m,Month-to-month_Bank transfer (automatic),-1.0982152117545425
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,No,Single phone line,0,No,18.509375,0.9208644278606963,1.0859361809893637,13–24m,One year_Mailed check,-1.5957519379844953
Male,No,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,No,Single phone line,4,No,72.58333333333333,1.0443645083932853,0.9575200918484501,7–12m,Month-to-month_Mailed check,13.10178478824546
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,No,Multiple phone lines,0,No,53.771764705882354,2.138042334229915,0.4677175863125191,13–24m,Two year_Mailed check,2.7039208074534145
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,Yes,Single phone line,0,No,21.375,1.0202863961813844,0.9801169590643275,0–6m,Month-to-month_Bank transfer (automatic),-0.27823529411764625
Female,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,Yes,Single phone line,1,No,49.55,1.0,1.0,0–6m,Month-to-month_Electronic check,-6.8482152117545425
Female,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,No,Multiple phone lines,1,No,80.3625,1.00894538606403,0.9911339244050398,13–24m,Month-to-month_Mailed check,-6.700935532233871
Female,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,No,Single phone line,0,No,71.25,1.0,1.0,0–6m,Month-to-month_Electronic check,-15.100935532233876
Male,Yes,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,No,Multiple phone lines,6,No,108.96944444444445,0.9575522358914275,1.0443294501516733,49m+,Two year_Bank transfer (automatic),12.880438184663532
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,No,Multiple phone lines,0,No,24.31527777777778,0.9904390133514369,1.009653281544525,49m+,Two year_Electronic check,2.1039208074534166
Female,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,No,Single phone line,0,No,19.654545454545453,0.997692662667282,1.0023126734505088,7–12m,Month-to-month_Credit card (automatic),-1.5282352941176462
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,Yes,Single phone line,0,No,19.833333333333332,0.9794238683127572,1.0210084033613447,7–12m,Month-to-month_Mailed check,-0.9782352941176455
Female,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,Yes,Single phone line,1,No,57.55,1.1475573280159521,0.8714161598609904,0–6m,Month-to-month_Credit card (automatic),-6.248215211754541
Female,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,No,Multiple phone lines,3,No,100.48333333333333,0.9998341625207297,1.0001658649859015,49m+,One year_Credit card (automatic),3.4322309417040344
Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,Yes,Multiple phone lines,3,No,94.66206896551724,0.9870914386393871,1.013077371411919,25–48m,Month-to-month_Electronic check,9.54906446776613
Female,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,No,Single phone line,4,No,75.95714285714286,1.0202436918353641,0.9801579838254656,49m+,Two year_Bank transfer (automatic),0.8583810463968433
Female,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,No,Multiple phone lines,4,No,104.03666666666666,0.9993916106308037,1.0006087597321458,25–48m,Month-to-month_Electronic check,17.749064467766118
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,No,Single phone line,0,No,18.687735849056605,0.9809835091368295,1.0193851279721338,49m+,One year_Credit card (automatic),-2.645751937984496
Male,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,No,Multiple phone lines,0,No,25.752564102564104,1.030102564102564,0.9707771195300442,25–48m,Two year_Mailed check,2.553920807453416
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,No,Single phone line,0,No,17.516666666666666,0.9195100612423447,1.087535680304472,7–12m,Month-to-month_Mailed check,-2.178235294117645
